Statutory_Code,Literal_display,Code_Type,Charge_Type,Type,CJIS,Low Term (Months),Mid Term (Months),Upper Term (Months),AB109,Wobbler,Calcrim Instruction,
25400(a) ,Carrying concealed ﬁrearm on person or in vehicle and defendant not in lawful possession of ﬁrearm or is a felon or mental patient,PC,Crime,Felony,,16,24,36,No,No,,
25400(a) ,Carrying concealed ﬁrearm on person or in vehicle w/prior conviction of a narcotics offense or an offense against person or property,PC,Crime,Felony,,16,24,36,Yes,Yes,,
25400(a) ,"Immediate possession or ready access to concealable ﬁrearm and ammunition or loaded concealable ﬁrearm, and defendant not registered owner ",PC,Crime,Felony,,16,24,36,Yes,Yes,,
25800,Carrying loaded ﬁrearm w/intent to commit felony,PC,Crime,Felony,,16,24,36,No,No,,
25850(a),Carrying loaded ﬁrearm on person or in vehicle w/prior felony conviction,PC,Crime,Felony,,16,24,36,No,No,,
25850(a) ,Carrying loaded ﬁrearm on person or in vehicle and defendant is an active participant in criminal street gang,PC,Crime,Felony,,16,24,36,No,No,,
25850(a) ,Carrying loaded ﬁrearm on person or in vehicle when ﬁrearm is stolen and defendant knew or had reasonable cause to believe that it was stolen,PC,Crime,Felony,,16,24,36,No,No,,
25850(a) ,Carrying loaded ﬁrearm on person or in vehicle and defendant not in lawful possession of ﬁrearm or is a felon or mental patient,PC,Crime,Felony,,16,24,36,No,No,,
25850(a) ,Carrying loaded ﬁrearm on person or in vehicle w/prior conviction of a narcotics offense or an offense against person or property,PC,Crime,Felony,,16,24,36,Yes,Yes,,
25850(a) ,Carrying loaded handgun on person or in vehicle and defendant not registered owner,PC,Crime,Felony,,16,24,36,Yes,Yes,,
26100(b),Permitting another to discharge ﬁrearm from motor vehicle,PC,Crime,Felony,,16,24,36,No,Yes,,
26100(c),Discharging ﬁrearm from motor vehicle at another person,PC,Crime,Felony,,36,60,84,No,No,,
26100(d),Discharging ﬁrearm from motor vehicle,PC,Crime,Felony,,16,24,36,No,Yes,,
26180(b),Making false statements on gun license application,PC,Crime,Felony,,16,24,36,No,No,,
27590,Unlawful ﬁrearm transaction deﬁned in PC 27590(b)(1)-(6),PC,Crime,Felony,,24,36,48,Yes,No,,
27590,Unlawful ﬁrearm transaction deﬁned in PC 27590(c)(1)-(7),PC,Crime,Felony,,16,24,36,Yes,Yes,,
28250(b) ,Knowingly providing ﬁctitious or incorrect information or omitting information to gun registry by defendant prohibited from acquiring ﬁrearms,PC,Crime,Felony,,8,12,18,Yes,Yes,,
29700,Unlawful possession of concealed ﬁrearm or live ammunition by minor w/prior conviction,PC,Crime,Felony,,16,24,36,Yes,Yes,,
29800(a)(1),"Possession of ﬁrearm by addict, felon, or person who has outstanding felony warrant",PC,Crime,Felony,,16,24,36,No,No,,
29800(a)(2),Possession of ﬁrearm by person w/2 prior convictions of brandishing ﬁre arm under PC 417(a)(2),PC,Crime,Felony,,16,24,36,No,No,,
29800(b) ,Possession of ﬁrearm by felon when prior conviction results from prosecution as an adult under WI 707,PC,Crime,Felony,,16,24,36,No,No,,
29805(a),Possession of ﬁrearm within 10 years of certain misdemeanor convictions or if person has outstanding misdemeanor warrant,PC,Crime,Felony,,16,24,36,No,Yes,,
29805(b),Possession of ﬁrearm by person convicted of a misdemeanor violation of PC 273.5,PC,Crime,Felony,,16,24,36,No,Yes,,
29805(c) ,"Possession of ﬁrearm within 10 years of a misdemeanor conviction of PC 25100, 25135, or 25200",PC,Crime,Felony,,16,24,36,No,Yes,,
29815,Possession of ﬁrearm in violation of condition of probation,PC,Crime,Felony,,16,24,36,No,Yes,,
29820(b),Possession of ﬁrearm by juvenile court ward before age of 30,PC,Crime,Felony,,16,24,36,No,Yes,,
29825(a),Purchasing/receiving ﬁrearm when subject to domestic violence restraining or protective order,PC,Crime,Felony,,16,24,36,No,Yes,,
29900(a),Possession of ﬁrearms by felon convicted of violent crime,PC,Crime,Felony,,16,24,36,No,No,,
29900(b) ,Possession of ﬁrearm by felon convicted of violent crime when prior conviction results from prosecution as an adult under WI 707,PC,Crime,Felony,,16,24,36,No,No,,
30210,"Possession or manufacture of, or offer to sell ﬂechette dart ammunition or bullet containing explosive agent",PC,Crime,Felony,,16,24,36,Yes,Yes,,
30305(a) ,Possession of ammunition or reloaded ammunition by felon ormental patient,PC,Crime,Felony,,16,24,36,No,Yes,,
30315,Possession of handgun ammunition designed to penetrate metal or armor ,PC,Crime,Felony,,16,24,36,Yes,Yes,,
30320,"Manufacture, sale, or transportation of handgun ammunition designed to penetrate metal or armor",PC,Crime,Felony,,16,24,36,No,Yes,,
30600(a) ,"Manufacture, distribution, sale, or transport of assault weapon or .50BMG riﬂe",PC,Crime,Felony,,48,72,96,Yes,No,,
30605,Possession of assault weapon,PC,Crime,Felony,,16,24,36,Yes,Yes,,
30725(b) ,Failure to relinquish or dispose of SKS riﬂe as required by PC 30720,PC,Crime,Felony,,16,24,36,Yes,Yes,,
31360,Purchase or possession of body armor by felon convicted of violent crime ,PC,Crime,Felony,,16,24,36,No,No,,
31500,"Possession or manufacture of, or offer to sell unconventional pistol",PC,Crime,Felony,,16,24,36,Yes,Yes,,
32310(a) ,"Manufacture of, offer to sell, purchase, or receive large-capacitymagazine",PC,Crime,Felony,,16,24,36,Yes,Yes,,
32625(a),Possession or transportation of machinegun,PC,Crime,Felony,,16,24,36,Yes,Yes,,
32625(b),Conversion of ﬁrearm into machinegun,PC,Crime,Felony,,48,72,96,Yes,No,,
32625(b) ,Manufacture or sale of machinegun,PC,Crime,Felony,,48,72,96,Yes,No,,
32900,"Possession or manufacture of, or offer to sell multiburst trigger activator",PC,Crime,Felony,,16,24,36,Yes,Yes,,
33215,"Possession or manufacture of, or offer to sell short-barreled rifle or short-barreled shotgun",PC,Crime,Felony,,16,24,36,Yes,Yes,,
33410,Possession of silencer,PC,Crime,Felony,,16,24,36,Yes,Yes,,
33600,"Possession or manufacture of, or offer to sell zip gun",PC,Crime,Felony,,16,24,36,Yes,Yes,,
186.10(c)(1)(A),"Money laundering when value of transaction(s) over $50,000",PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
186.10(c)(1)(B),"Money laundering when value of transaction(s) over $150,000",PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
186.10(c)(1)(C),"Money laundering when value of transaction(s) over $1,000,000",PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
186.10(c)(1)(D),"Money laundering when value of transaction(s) over $2,500,000",PC,Enhancement,Felony,,NA,48,NA,NA,NA,,
186.11(a)(2) ,"Commission of two or more related felonies involving fraud or embezzlement of more than $500,000",PC,Enhancement,Felony,,24,36,60,NA,NA,,
186.11(a)(3) ,"Commission of two or more related felonies involving fraud or embezzlement of more than $100,000",PC,Enhancement,Felony,,12,NA,24,NA,NA,,
186.22(b)(1)(A),Committing felony while violating provisions against participating in criminal street gang,PC,Enhancement,Felony,,24,36,48,NA,NA,,
186.22(b)(1)(B),Committing serious felony while violating provisions against participating in criminal street gang,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
186.22(b)(1)(C),Committing violent felony while violating provisions against participating in criminal street gang,PC,Enhancement,Felony,,NA,120,NA,NA,NA,,
186.26(d),"Soliciting, recruiting, coercing, or threatening minor to participate incriminal street gang activity in violation of PC186.26(a), (b), or (c)",PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
186.33(b),Failure to register by defendant subsequently convicted of gang-related crime ,PC,Enhancement,Felony,,16,24,36,NA,NA,,
192.5(e),Fleeing the scene after committing vessel manslaughter,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
236.4(b),,PC,Enhancement,Felony,,60,84,120,NA,NA,,
236.4(c),Violation of PC  236.1 (human trafficking) w/prior conviction of offense specified in PC 236.1,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
273d(b),Prior conviction of inflicting traumatic injury on child w/current conviction of same offense,PC,Enhancement,Felony,,NA,48,NA,NA,NA,,
273.4(a),Felony conviction of PC 273a(a) involving female genital mutilation,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
288.3(c),"Contacting minor w/intent to commit specified kidnapping, child pornography, or other sex crimes involving the minor w/prior conviction",PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
289.5(d),Commission of designated felony sex offense committed after fleeing to California to avoid prosecution for sex offense in another state,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
290.4(c)(1),Use of disclosed information about sex offenders to commit a felony,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
290.45(e)(1),Use of disclosed information about high-risk sex offenders to commit a felony,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
290.46(j)(2),Use of disclosed information about high-risk sex offenders to commit a felony,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
347(a),Using poison or harmful substance that may cause death or does cause GBI,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
368(b)(2),Elder or dependent adult abuse resulting in GBI,PC,Enhancement,Felony,,36,NA,60,NA,NA,,
368(b)(3),Elder or dependent adult abuse resulting in death,PC,Enhancement,Felony,,60,NA,84,NA,NA,,
422.75(a),Committing felony hate crime,PC,Enhancement,Felony,,12,24,36,NA,NA,,
422.75(b),Acting in concert w/another/aiding or abetting felony hate crime,PC,Enhancement,Felony,,24,36,48,NA,NA,,
422.75(d),Prior conviction of felony hate crime w/current conviction of felony hate crime,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
451.1(a),Arson Conviction and designated circumstances (PC 451.1(a)(1)-(5)) found true.,PC,Enhancement,Felony,,36,48,60,NA,NA,,
452.1(a),Felony conviction of unlawfully causing of fire under  PC 452 and designated circumstance (PC 451.1(a)(1)-(5)) found true,PC,Enhancement,Felony,,12,24,36,NA,NA,,
548(b),Prior conviction of insurance fraud w/current conviction of insurance fraud,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
550(e),Prior felony conviction of insurance fraud w/current conviction of insurance fraud,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
550(f),Two prior felony convictions of insurance fraud w/current conviction of insurance fraud,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
550(g),Violation of  PC 550(a)(3) resulting in serious bodily injury from vehicular collision (Penalty is 2 years per injury),PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
593a(b),Causing bodily injury in commission of tree spiking,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
600(c)-(d),"Harming, obstructing, or interfering w/peace officer's horse or dog",PC,Enhancement,Felony,,12,NA,24,NA,NA,,
667(a),Prior conviction of serious felony w/current conviction of serious felony,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
667.5(a),Prior prison term for violent felony w/current conviction of violent felony,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
667.5(b),Prior prison term for a sexually violent offense as defined in W&I 6600(b) w/current conviction of felony,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
667.51(a),Prior conviction of sex offense w/current conviction of PC 288 (lewd acts w/child) or PC 288.5 (continuous sexual abuse of child),PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
667.6(a),Prior conviction of serious sex offense w/current conviction of serious sex offense,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
667.6(b),Two or more prior prison terms for serious sex offense w/current conviction of serious sex offense,PC,Enhancement,Felony,,NA,120,NA,NA,NA,,
667.8(a),Kidnapping victim for purpose of committing sex offense,PC,Enhancement,Felony,,NA,108,NA,NA,NA,,
667.8(b) ,Kidnapping child-victim for purpose of committing sex offense,PC,Enhancement,Felony,,NA,18,NA,NA,NA,,
667.85,Kidnapping to permanently deprive parent of custody of child,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
667.9(a) ,"Committing certain offenses against disabled, elderly, or child victim",PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
667.9(b),"Prior conviction of certain offenses committed against disabled, elderly, or child victim w/current conviction of those offenses",PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
667.10(a),"Prior conviction of PC 289 w/current conviction of same offense committed against disabled, elderly, or child victim",PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
667.15(a),Showing child pornography to minor prior to or during commission of lewd act on the minor in violation of PC 288,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
667.15(b),Showing child pornography to minor prior to or during commission of sexual conduct w/that minor in violation of PC 288.5,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
667.16(a),"Felony conviction of PC 470, 487, or 532 as part of plan or scheme to defraud an owner in connection w/repairs to structure damaged by natural disaster",PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
667.17,Impersonating a peace officer in violation of PC 538d during commission of felony,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
670(c),Prior conviction of certain offenses committed to defraud in connection w/repairs for damage caused by natural disaster w/present conviction of those offenses,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
674(a),Day care provider committing sex offense against minor victim,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
674(b),Day care provider committing sex offense against minor victim in concert w/another,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
675(a),Felony conviction of designated sex offense where the offense was committed w/a minor for money or other consideration,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
12021.5(a),Carrying firearm while committing street gang crime,PC,Enhancement,Felony,,12,24,36,NA,NA,,
12021.5(b),Carrying firearm together w/detachable magazine while committing street gang crime,PC,Enhancement,Felony,,24,36,48,NA,NA,,
12022(a)(1),Being armed w/a firearm,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
12022(a)(2),"Being armed w/an assault weapon, machine gun, or .50 BMG rifle",PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
12022(b)(1),Personally using deadly weapon,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
12022(b)(2) ,Personally using deadly weapon in the commission of carjacking orcattempted carjacking,PC,Enhancement,Felony,,12,24,36,NA,NA,,
12022(c),Being personally armed w/a ﬁrearm while committing drug offenses ,PC,Enhancement,Felony,,36,48,60,NA,NA,,
12022(d) ,"Being a principal, knowing another principal is personally armed w/a ﬁrearm, while committing drug offenses ",PC,Enhancement,Felony,,12,24,36,NA,NA,,
12022.1(b),Committing felony offenses while released on bail or own recognizance ,PC,Enhancement,Felony,,NA,24,NA,NA,NA,,
12022.2(a),Being armed w/a ﬁrearm and possessing metal-piercing ammunition,PC,Enhancement,Felony,,36,48,120,NA,NA,,
12022.2(b),Wearing bulletproof body vest in the commission of violent felony ,PC,Enhancement,Felony,,12,24,60,NA,NA,,
12022.3(a),Using ﬁrearm or deadly weapon in commission of sex offense ,PC,Enhancement,Felony,,36,48,120,NA,NA,,
12022.3(b),Being armed w/a ﬁrearm or deadly weapon in commission of sex offense ,PC,Enhancement,Felony,,12,24,60,NA,NA,,
12022.4,Supplying ﬁrearm for commission of felony,PC,Enhancement,Felony,,12,24,36,NA,NA,,
12022.5(a),Personally using ﬁrearm,PC,Enhancement,Felony,,36,48,120,NA,NA,,
12022.5(b),Personally using assault weapon or machine gun,PC,Enhancement,Felony,,60,72,120,NA,NA,,
12022.53(b) ,Personally using ﬁrearm while committing felony designated in PC 12022.53(a),PC,Enhancement,Felony,,NA,120,NA,NA,NA,,
12022.53(c) ,Discharging ﬁrearm while committing felony designated in PC 12022.53(a),PC,Enhancement,Felony,,NA,240,NA,NA,NA,,
12022.53(d) ,Discharging ﬁrearm causing GBI or death while committing designated felony,PC,Enhancement,Felony,,25,ID,LIFE,NA,NA,,
12022.55,Discharging ﬁrearm from vehicle causing GBI or death ,PC,Enhancement,Felony,,60,72,120,NA,NA,,
12022.7(a),Personally inﬂicting GBI,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
12022.7(b) ,Personally inﬂicting GBI resulting in comatose brain injury or permanent paralysis of victim,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
12022.7(c),Personally inﬂicting GBI on victim 70 years of age or older,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
12022.7(d),Personally inﬂicting GBI on child under 5 years of age,PC,Enhancement,Felony,,48,60,72,NA,NA,,
12022.7(e) ,Personally inﬂicting GBI during commission of domestic violence offense ,PC,Enhancement,Felony,,36,48,60,NA,NA,,
12022.75(a),Administering CS against victim's will,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
12022.75(b),Administering CS to victim in commission of sex offense ,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
12022.8,Inﬂicting GBI in commission of sex offense ,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
12022.85(a),Committing sex offense knowing defendant carries AIDS virus ,PC,Enhancement,Felony,,NA,36,NA,NA,NA,,
12022.9,Personally inﬂicting injury causing termination of pregnancy,PC,Enhancement,Felony,,NA,60,NA,NA,NA,,
12022.95,Willful cruelty to child resulting in death ,PC,Enhancement,Felony,,NA,48,NA,NA,NA,,
27590(d) ,Unlawful ﬁrearm transaction in violation of PC 27500(b) or 27510and ﬁrearm used in subsequent commission of a felony for which a conviction is obtained and sentence imposed,PC,Enhancement,Felony,,12,24,36,NA,NA,,
30600(b),Selling or giving assault weapon or .50 BMG riﬂe to a minor,PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
30615,"Manufacture, transport, sale, or possession of assault weapon or .50BMG riﬂe while committing another crime ",PC,Enhancement,Felony,,NA,12,NA,NA,NA,,
2253(g),Temporary conservator removing a temporary conservatee from California w/o authorization,PROB. CODE,Crime,Felony,,16,24,36,No,No,,
10280,Corrupt performance of ofﬁcial act,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
10281,Corrupt action by state contractor,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
10282,Failure of state contractor to give notice of contract violation,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
10422,State ofﬁcer or employee who corruptly performs any ofﬁcial act under the State Acquisition of Goods and Services Act,PUB. CONT. CODE,Crime,Felony,,16,24,36,No,No,,
10423,Any person contracting w/the state who corruptly permits a violation of any contract made under the State Acquisition of Goods and Services Act,PUB. CONT. CODE,Crime,Felony,,16,24,36,No,No,,
10522,Ofﬁcer or employee of the UC who corruptly performs any ofﬁcial act under UC Competitive Bidding Act to the injury of the university,PUB. CONT. CODE,Crime,Felony,,16,24,36,No,No,,
10523,Any person contracting w/the UC who corruptly permits a violation of any contract made under the UC Competitive Bidding Act,PUB. CONT. CODE,Crime,Felony,,16,24,36,No,No,,
10870,Corrupt performance of ofﬁcial duty ,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
10871,Corrupt action by state contractor,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
10872,Failure of state contractor to give notice of contract violation,PUB. CONT. CODE,Crime,Felony,,16,24,36,Yes,No,,
5097.99(b),Willfully obtaining or possessing Native American artifacts or human remains,PUB. RES. CODE,Crime,Felony,,16,24,36,Yes,No,,
5097.99(c) ,Unauthorized removal of Native American artifacts or human remains w/intent to sell or dissect or w/malice or wantonness,PUB. RES. CODE,Crime,Felony,,16,24,36,Yes,No,,
5190,"Park commissioner who is interested, directly or indirectly, in any contract or work of any kind connected w/the park or grounds under the control of the board of which he/she is a member ",PUB. RES. CODE,Crime,Felony,,16,24,36,No,No,,
14591(b),Violation of Beverage Container Act—fraudulent claim exceeding $950,PUB. RES. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
25205,State energy resources commission conﬂict of interests,PUB. RES. CODE,Crime,Felony,,16,24,36,Yes,No,,
48650.5,Fraudulent claim for refund (perjury offense),PUB. RES. CODE,Crime,Felony,,24,36,48,Yes,No,,
48680(b),Fraudulent violation of oil recycling statutes exceeding $400,PUB. RES. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
827,"Securities violations by public utility ofﬁcer, agent, or employee",PUB. UTIL. CODE,Crime,Felony,,16,24,36,No,No,,
2114,"False testimony under oath by public utility ofﬁcer, agent, or employee",PUB. UTIL. CODE,Crime,Felony,,16,24,36,No,Yes,,
7676, Running freight car behind passenger car resulting in death or bodily injury,PUB. UTIL. CODE,Crime,Felony,,16,24,36,No,No,,
7679,Act of negligence causing death or bodily injury by railroad employee under the inﬂuence of alcohol or drugs,PUB. UTIL. CODE,Crime,Felony,,16,24,36,No,No,,
7680,Willful negligence of railroad employee causing death ,PUB. UTIL. CODE,Crime,Felony,,24,36,48,Yes,No,,
7724,Violation of railroad safety provisions,PUB. UTIL. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
7903,Telegraph/telephone employee using information from private msg.,PUB. UTIL. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
8285(a),False representation of business,PUB. UTIL. CODE,Crime,Felony,,16,24,36,No,Yes,,
21407.1/21407.6(b),Recklessly operating aircraft while under inﬂuence of drugs/alcohol causing bodily injury,PUB. UTIL. CODE,Crime,Felony,,16,24,36,Yes,Yes,,
7093.6(n),Fraud in connection w/others in compromise on ﬁnal tax liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
7153.5,"Intentional evasion of sales and use tax, liability greater than $25,000",R&T,Crime,Felony,,16,24,36,Yes,Yes,,
7153.6(b) ,"Sale, purchase, transfer, or possession of sales suppression device, zapper,or phantomware for purpose defeating or evading the determination of sales/use taxes",R&T,Crime,Felony,,16,24,36,Yes,Yes,,
8103.5,Making or subscribing to a false claim for refund,R&T,Crime,Felony,,16,24,36,Yes,No,,
9278(n),Fraud in connection w/others in compromise on ﬁnal tax liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
9354.5,"Intentional evasion of fuel tax, liability greater than $25,000",R&T,Crime,Felony,,16,24,36,No,Yes,,
14251,Disclosure of conﬁdential information ,R&T,Crime,Felony,,16,24,36,Yes,No,,
16910,Disclosure of conﬁdential information ,R&T,Crime,Felony,,16,24,36,Yes,No,,
18631.7,Willful failure of check cashing business to ﬁle informational return,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
19542.3,Willful disclosure of tax-related computer software source code,R&T,Crime,Felony,,16,24,36,No,Yes,,
19705,Willful ﬁling of false return,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
19706,Willful failure to ﬁle return or willful ﬁling of false/fraudulent return,R&T,Crime,Felony,,16,24,36,No,Yes,,
19708,Failure to collect/account for/pay over withholding tax,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
19721,Fraud involving income tax refund warrants,R&T,Crime,Felony,,16,24,36,No,Yes,,
30459.15(p),Fraud relating to an offer or compromise,R&T,Crime,Felony,,16,24,36,Yes,No,,
30473,Counterfeiting stamps or meter impressions,R&T,Crime,Felony,,24,36,48,No,Yes,,
30475(b),Transport tobacco products w/o permit w/intent to evade tax,R&T,Crime,Felony,,16,24,36,No,Yes,,
30480,"Intentional evasion of cigarette tax, liability greater than $25,000",R&T,Crime,Felony,,16,24,36,No,Yes,,
32471.5(p),Fraud relating to an offer or compromise,R&T,Crime,Felony,,16,24,36,Yes,No,,
32552,Tax evasion,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
32553,Diversion of tax-free liquor for beverage use,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
38800(l),Fraud relating to an offer or compromise,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
40187,"Intentional evasion of tax per energy resources surcharge law,liability, greater than $25,000",R&T,Crime,Felony,,16,24,36,No,Yes,,
40211.5(l),Compromise of ﬁnal surcharge liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
41143.4,"Intentional evasion of tax per emergency telephone users surcharge law, liability greater than $25,000",R&T,Crime,Felony,,16,24,36,No,Yes,,
41171.5(p),Compromise of ﬁnal surcharge liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
43522.5,Compromise of ﬁnal tax liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
43604,Tax evasion ,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
45867.5,Compromise of ﬁnal fee liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
45953,Evasion of payment of integrated waste management fee,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
46628(p),Compromise of ﬁnal fee liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
46703,Evasion of payment of oil spill fee,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
50156.18(n),Fraud in connection w/offers in compromise on ﬁnal tax liability,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
55332.5(p),Fraud relating to an offer or compromise,R&T,Crime,Felony,,16,24,36,Yes,Yes,,
55363,Evading or attempting to evade payment of imposed fee,R&T,Crime,Felony,,16,24,36,Yes,No,,
55363.5(b) ,"Sale, purchase, transfer, or possession of sales suppression device, zapper, or phantomware for purpose defeating or evading the determination of sales/use taxes",R&T,Crime,Felony,,16,24,36,Yes,Yes,,
60106.3,Issuance of diesel fuel tax exemption certiﬁcate w/knowledge that the fuel will not be lawfully used for purpose entitling exemption in order to evade tax ,R&T,Crime,Felony,,16,24,36,No,Yes,,
60503.2,Issuance of diesel fuel tax exemption certiﬁcate w/knowledge that the fuel will not be lawfully used for purpose entitling exemption in order to evade tax,R&T,Crime,Felony,,16,24,36,No,Yes,,
6637(p),Fraud relating to an offer or compromise,R&T,Crime,Felony,,16,24,36,Yes,No,,
60707,"Intentional evasion of tax per diesel fuel tax law, liability greater than
$25,000",R&T,Crime,Felony,,16,24,36,No,Yes,,
139,Officer or employee of Dept. of Transportation who renders a false report to the director or chief engineer,S&H,Crime,Felony,,16,24,36,No,No,,
2101,"False statement, representation or concealment to obtain, increase, reduce or defeat beneﬁt or payment",U&I,Crime,Felony,,16,24,36,No,Yes,,
2101.5,"False statement, representation or concealment for purpose of lowering or avoiding contribution on becoming subject to division",U&I,Crime,Felony,,16,24,36,No,Yes,,
2101.6,Advising prohibited acts; aid or assistance in prohibited acts,U&I,Crime,Felony,,16,24,36,No,Yes,,
2102,False statement or representation or concealment to obtain beneﬁts under employment laws of another state,U&I,Crime,Felony,,16,24,36,No,Yes,,
2103,Deductions from wages larger than required,U&I,Crime,Felony,,16,24,36,No,Yes,,
2104,"Failure to appear, testify or produce records at any hearing under Div.1 (Unemployment and Disability Compensation)",U&I,Crime,Felony,,16,24,36,No,Yes,,
2105,Failure or neglect to make records available for inspection,U&I,Crime,Felony,,16,24,36,No,Yes,,
2106,Failure or neglect to furnish reports,U&I,Crime,Felony,,16,24,36,No,Yes,,
2107,Withholding information to aid individual to obtain beneﬁts to which he/she is entitled,U&I,Crime,Felony,,16,24,36,No,Yes,,
2108,Nonpayment of contributions due,U&I,Crime,Felony,,16,24,36,No,Yes,,
2109,Unlawful failure to register or report,U&I,Crime,Felony,,16,24,36,No,Yes,,
2110,Failure to pay deductions withheld from workers,U&I,Crime,Felony,,16,24,36,No,Yes,,
2110.3,Failure to pay contributions agreed to be paid for workers w/o deduction from remuneration,U&I,Crime,Felony,,16,24,36,No,Yes,,
2110.5,Failure to withhold deductions in trust ,U&I,Crime,Felony,,16,24,36,No,Yes,,
2110.7,Failure to hold in trust contributions agreed to be paid for workers w/o deduction from remuneration,U&I,Crime,Felony,,16,24,36,No,Yes,,
2111,Disclosure of conﬁdential information ,U&I,Crime,Felony,,16,24,36,No,Yes,,
2112,Violation of law or authorized regulations promulgated in accordance w/Div. 1 (Unemployment and Disability Compensation),U&I,Crime,Felony,,16,24,36,No,Yes,,
2114,Report on registration of ﬁctitious employer or employee and wages,U&I,Crime,Felony,,16,24,36,No,Yes,,
2115,False reports of wages or time period,U&I,Crime,Felony,,16,24,36,No,Yes,,
2116(a) ,False certiﬁcation of the medical condition of any person in order to obtain disability insurance beneﬁts,U&I,Crime,Felony,,16,24,36,No,Yes,,
2116(b),False or fraudulent written or oral material statement in support of any claim for disability insurance,U&I,Crime,Felony,,16,24,36,No,Yes,,
2116(c),"Solicit, receive, or pay consideration for soliciting a claimant to unlawfully apply for disability insurance",U&I,Crime,Felony,,16,24,36,No,Yes,,
